Title;season;rider_name;rounds_wildcard
Wildcards;2011;'Alex Cudlin';4
Wildcards;2011;'Nasser Al Malki';1
Wildcards;2011;'Elena Rosell';14,18
Wildcards;2011;'Alessandro Andreozzi';13
Wildcards;2011;'Jacob Gagne';12
Wildcards;2011;'Kris McLaren';16
Wildcards;2011;'Blake Leigh-Smith';16
Wildcards;2011;'Óscar Climent';18
Wildcards;2011;'Michael van der Mark';7
Wildcards;2011;'Mattia Tarozzi';8
Wildcards;2011;'Hafizh Syahrin';17
Wildcards;2011;'Mohamad Zamri Baba';17
Wildcards;2011;'Steven Odendaal';2-4,7,9,11
Wildcards;2011;'Juan Francisco Guevara';18
Wildcards;2011;'Manuel Tatasciore';11,13
Wildcards;2011;'Emil Petersen';18
Wildcards;2011;'Ladislav Chmelík';11
Wildcards;2011;'Alessandro Giorgi';13
Wildcards;2011;'Josep Rodríguez';2,5
Wildcards;2011;'Daniel Ruiz';2,18
Wildcards;2011;'Pedro Rodríguez';14
Wildcards;2011;'Luca Gruenwald';7,9,11
Wildcards;2011;'Toni Finsterbusch';9
Wildcards;2011;'Tom Hatton';16
Wildcards;2011;'Josh Hook';16
Wildcards;2011;'Nicky Diles';16
Wildcards;2011;'Alex Phillis';16
Wildcards;2011;'Avalon Biddle';16
Wildcards;2011;'Bryan Schouten';7
Wildcards;2011;'Ernst Dubbink';7
Wildcards;2011;'Farid Badrul';17
Wildcards;2011;'Jerry van de Bunt';7
Wildcards;2011;'Marvin Fritz';9
Wildcards;2011;'John McPhee';5-6,18
Wildcards;2011;'Jack Miller';9
Wildcards;2011;'Kevin Calia';8,13
Wildcards;2011;'Thomas van Leeuwen';7
Wildcards;2011;'Felix Forstenhäusler';9
Wildcards;2011;'Takehiro Yamamoto';15
Wildcards;2011;'Jun Ohnishi';15
Wildcards;2011;'Hyuga Watanabe';15
Wildcards;2011;'Hikari Okubo';15
Wildcards;2011;'Jakub Jantulík';11
Wildcards;2011;'Kevin Hanus';2-3,5,14,18
Wildcards;2011;'Massimo Parziani';8,13
Wildcards;2011;'Kévin Szalaï';4
Wildcards;2011;'Kevin Thobois';4
Wildcards;2011;'Miroslav Popov';8,11,13
Wildcards;2012;'Katsuyuki Nakasuga';15
Wildcards;2012;'Steve Rapp';10-11
Wildcards;2012;'Aaron Yates';11
Wildcards;2012;'Claudio Corti';18
Wildcards;2013;'Michele Pirro';3,5,18
Wildcards;2013;'Katsuyuki Nakasuga';17
Wildcards;2013;'Blake Young';2,9-10
Wildcards;2013;'Michael Barnes';2
Wildcards;2013;'Martin Bauer';11,18
Wildcards;2014;'Michele Pirro';4,6-7,11,18
Wildcards;2014;'Randy de Puniet';18
Wildcards;2014;'Katsuyuki Nakasuga';15
Wildcards;2015;'Michele Pirro';6,13,18
Wildcards;2015;'Takumi Takahashi';15
Wildcards;2015;'Katsuyuki Nakasuga';15
Wildcards;2016;'Michele Pirro';6,10
Wildcards;2016;'Mika Kallio';18
Wildcards;2016;'Katsuyuki Nakasuga';15
Wildcards;2017;'Michele Pirro';6,13,18
Wildcards;2017;'Mika Kallio';9,11,14,18
Wildcards;2017;'Katsuyuki Nakasuga';15
Wildcards;2018;'Michele Pirro';6,13,19
Wildcards;2018;'Stefan Bradl';10,13
Wildcards;2018;'Mika Kallio';4,7,9
Wildcards;2018;'Sylvain Guintoli';7,10,16
Wildcards;2018;'Katsuyuki Nakasuga';16
Wildcards;2019;'Bradley Smith';1,4,7,14
Wildcards;2019;'Michele Pirro';6,13,19
Wildcards;2019;'Stefan Bradl';4
Wildcards;2019;'Sylvain Guintoli';7,10,16
Wildcards;2021;'Lorenzo Savadori';16
Wildcards;2021;'Michele Pirro';14,16
Wildcards;2021;'Stefan Bradl';4,14
Wildcards;2021;'Dani Pedrosa';10
Wildcards;2022;'Lorenzo Savadori';5-6,8,11,13
Wildcards;2022;'Michele Pirro';8-9,14
Wildcards;2022;'Stefan Bradl';6
Wildcards;2022;'Tetsuta Nagashima';16
Wildcards;2023;'Lorenzo Savadori';6,8,10
Wildcards;2023;'Michele Pirro';6,12
Wildcards;2023;'Álvaro Bautista';18
Wildcards;2023;'Stefan Bradl';4,12
Wildcards;2023;'Dani Pedrosa';4,12
Wildcards;2023;'Cal Crutchlow';14
